publisher	Count
Lindblad	   6
Lukutupa	   6
Suomen maantieteellinen seura	   6
Puoluetoimikunta	   6
Helsingin kaupungin kaasulaitos	   6
Suomen Ammattijärjestö	   6
Tampereen kustannustoimisto	   6
Pellervo-Seura	   6
Vanamo	   6
W. Toiwonen	   6
Suomen ayrshireyhdistys	   6
Kalle Kaukoranta	   6
Kustannus-oy. Kirja	   6
Kauppakirjapaino	   6
Suomen ev. lut. pyhäkouluyhdistys	   6
Suomen lutherilainen evankeliumi-yhdistys	   6
[Helsingin yliopisto]	   6
Edistysseurojen kustannusoy.	   6
Sortavalan evank.seura	   6
[s.a.]	   6
Suomen tie- ja vesirakennusten ylihallituksen hydrografinen toimisto	   6
Työmies	   6
Karjalan kirjapaino	   6
F. W. Unggren	   6
N. A. Zilliacus	   6
Tilastollinen toimisto	   6
G. O. Wasenius	   6
Suomen kristillinen raittiusliitto	   6
Christ. Ludv. Hjelt	   6
Suomen teollisuuslehti	   6
Finska vetenskaps-societeten	   6
imprimebat Johannes Vogelius, Acad. typogr.	   6
aff Johan Winter	   6
tryckt hos Joh. Christ. Frenckell	   6
tryckt af Joh. Kiämpe Kongl. Acad. boktr.	   6
[J. Höjers encka]	   6
tryckt hos directeuren och kongl. boktryckaren i storförstendömet Finland, Jacob Merckell	   6
tryckt hos Kongl. acad. boktr. J. C. Frenckells enka	   6
tryckt hos Nyström och Stolpe	   6
tryckt hos Georg Wilhelm Londicer	   6
tryckt hos Johan Christofer Frenckell	   6
impressit Joh. Christoph. Frenckell	   6
Sortavalan Eläinsuojelus-Yhdistys	   5
Nordiska Samfundet	   5
Clouberg & kumpp. (W. Hoving)	   5
[Sällskapet för Finlands geografi]	   5
Liewendal's lith. tryckeri	   5
Morskoe ministerstvo	   5
Russo-Française	   5
Fazerin musiikkikauppa	   5
[Svenska Litteratursällskapet i Finland]	   5
Clouberg & Co	   5
[Brändö villastad]	   5
Malling	   5
Hjerta	   5
Theodor Sederholm	   5
Bonniers	   5
J. L. Brudin	   5
F. & G. Beijers förlag	   5
J. C. Frenckell & son	   5
hos G. O. Wasenius	   5
Finska Litteratur-Sällskapets tryckeri	   5
Glavnoe upravlenìe general'nago štaba	   5
Simelius :;Holm	   5
Haeggström	   5
Sederholm :;Clouberg ja K.	   5
Collin	   5
Jalander	   5
J. A. Hahnsson	   5
Muinaismuisto-yhdistys	   5
[Suomen ylioppilasosakuntain kansatieteellinen museo]	   5
G. O. Vasenius	   5
P. Aschan ja K.	   5
[Savo-karjalainen osakunta]	   5
Lindroth	   5
tryckte hos J. C. Frenckell	   5
Majlund	   5
Lagerbom	   5
[J. Westerback],;Oulun kirjapaino-oy.	   5
Ekholm	   5
C. A. Gottlund	   5
A. W. Lindgren	   5
Turun kirjapainon osakeyhtiö	   5
[Maanviljelyshallitus]	   5
Kansanwalistus-seura	   5
Hämeen sanomain osakeyhtiö	   5
Sen kp.	   5
Finsk kvinnoförening	   5
Finska metallindustrins arbetsgifvareförbund	   5
Svenska Folkpartiet	   5
Erkko	   5
Finska missionsällskapet	   5
Kansainvälinen kirja- ja lähetysyhdistys	   5
Uoti ja Grönroos	   5
Tampereen kp.	   5
P. Nordmann	   5
Kansan kuvalehden kustannusyhtiö	   5
Finska litteratur-sällskapets tryckeri	   5
Söderström, distr.	   5
Joh. Svensson	   5
G. W. Edlund i distr	   5
Lindstedt antikvariska bokhandel	   5
Mustasaari Landtmannagille	   5
Emil Sonck	   5
[Finsk Kvinnoförening]	   5
P. Ahlgren	   5
O. J. Dahlberg	   5
Puoluehallinto	   5
[Fiskeriföreningen i Finland]	   5
[G. E. Asp]	   5
[Studentfylkingen]	   5
[G. W. Edlund]	   5
Gustav Fischer	   5
[Svenska Folkskolans Vänner]	   5
Constance Ullner	   5
Itä-Suomen karjanjalostusyhdistys	   5
Kouluylihallitus	   5
Åhlén & Åkerlund	   5
Helsingfors Bokhandel, distr.	   5
Åbo Tryckeri och Tidnings Aktiebolag	   5
Föreningen för Arbetareskydd och Socialförsäkring i Finland	   5
Finska konstföreningen	   5
Svenska Nykterhetsförlaget	   5
Pohjalaisen kp.	   5
Tampereen kustannusyhtiö	   5
Sosialidemokratinen puolue	   5
[Oulun läänin eteläinen vaalipiiri]	   5
Keski-Suomen maanviljelysseura	   5
O.y. Weilin & Göös	   5
Akateeminen kirjakauppa [jakaja]	   5
J. Simelius	   5
Torpparien keskustoimikunta	   5
[Medicinalstyrelse]	   5
Vihtori Kosonen o.y.	   5
A. B. Ljus	   5
Nylands fruktodlareförening	   5
[Suomen yleinen työnantajaliitto]	   5
Suomalais-amer. kustannusyhtiö	   5
Tampereen antikvaarinen kirjakauppa	   5
Ammattilaisten kirjapaino-o.y.	   5
Handelstryckeriet	   5
Otava [jakaja]	   5
Päivälehti	   5
Wäinämöisen kirjakauppa	   5
Finlands Svenska Ungdomsförbund	   5
Suomen pipliaseura	   5
Kokoilija	   5
Toverin kustannusyhtiö	   5
Suomen palvelijaliitto	   5
Tapio	   5
Förbundet mellan K.F.U.M. och U.K.F. i Finland	   5
Lahden uusi kirjapaino	   5
Gösta Nordberg	   5
Ylioppilaiden raittiusyhdistys	   5
Sosialistin kirjapaino osuuskunta	   5
Työläisnaisen osuuskunta	   5
[Turun kaupungin historiallinen museo]	   5
[Kansanvalistusseura]	   5
Siirtolainen	   5
Lilius & Herzberg	   5
Kustannustoimisto Meteor	   5
W. Nieminen	   5
Suomen Rauhanliitto	   5
Voinvientiosuusliike Valio	   5
Kirjapaino Kipinä	   5
Statens historiska museum	   5
Tieto	   5
Sortavalan Evankelinen Seura	   5
Suomen tilastollinen päätoimisto	   5
Pyhin hallitseva synoodi	   5
Koulukeittoyhdistys	   5
E. W. Ponkala	   5
Maataloustuottajain valtuuskunnan tilastotoimisto	   5
WSOY.	   5
G. W. Edlundin kustannus-oy	   5
Matti Wuolukka & Kumpp.	   5
V. Nieminen	   5
Lainopillinen ylioppilastiedekunta	   5
Valio	   5
Maanviljelystaloudellinen koelaitos	   5
Aug. Kanerva	   5
Otto Andersin'in kustannusliike	   5
J. C. Frenckell ja poika	   5
Kirjatoimi	   5
Lång	   5
Vaasan painoyhtiö	   5
Elämä osuuskunta	   5
A. F. Tanner	   5
Tidskriften Ute och hemma	   5
Suomen pelastusarmeija	   5
S. G. Hermelin	   5
tryckt aff Johann Winter	   5
tryckt aff Johan Winter, kongl. booktr.	   5
imprimebat Petrus Wald, Acad. typog	   5
typis Edmannianis	   5
[apud viduam J. Höjeri]	   5
tryckt hos directeuren Johan Edman	   5
tryckt hos Kongl. Acad. boktr. J. C. Frenckells enka	   5
tryckt hos Johan Edman, Kongl. acad. boktr.	   5
tryckt, hos directeuren och kongl. boktr. i stor-förstendömet Finland, Jacob Merckell	   5
tryckt hos Carl Johansson Röpke	   5
tryckt uti det Kongl. boktryckeriet, af F. Phil. Paulssen	   5
pränta af puk-dryckaren F. Philipp Pawalssån	   5
tryckt hos Joh. Laur. Horrn, Kongl. Antiquit. archivi boktr.	   5
tryckt hos directeuren och kongl. boktr. i stor-förstend. Finland, Jacob Merckell	   5
L. Salvius	   5
tryckt hos Johan Christopher Merckell	   5
C. Stolpe	   5
tryckt hos Wennberg & Nordström	   5
tryckt hos And. Jac. Nordström	   5
J. Kiämpe	   5
Suomalainen Naisliitto	   4
Constance Ullner :;V. Lindman	   4
Itä-Savon Eläinsuojelusyhdistys	   4
Mikkelin Eläinsuojelusyhdistys	   4
Rauman Eläinsuojelus-Yhdistys	   4
Volmar Lindman :;Constance Ullner	   4
Suomen Eläinsuojelus ja Eläinhoito	   4
[G. W. Wilén]	   4
Okružnyj štab'	   4
Lamm	   4
Ebering	   4
[Åbo avdelnings förlag]	   4
[Österbottniska afdelningen]	   4
Suomalais-Lutherilainen Kustannusliike	   4
A. C. Öhman	   4
J. Palmgreni raamatukauplus	   4
[K. J. Gummerus]	   4
Abr. Lundquist	   4
C. F. Berling	   4
Finska litteratur-sällskapet	   4
[J. W. Lillja]	   4
På eget förlag	   4
Söderström & co	   4
Longman	   4
Cammermeyer	   4
Hachette	   4
Berg	   4
Centraltryckeri	   4
Finska Litteratur-sällskapets tryckeri	   4
Cedervaller :;Clouberg	   4
Arhiv' morskogo ministerstva	   4
[Gosudarstvennaâ tipografìâ]	   4
Universitetskaâ tipografìâ	   4
Finska Missions-sällskapet	   4
Suomalaisen Kirjallisuuden Seura :;Uusi Suometar	   4
Simelii	   4
Sjöblom	   4
Hjelt :;Suomentaja	   4
Frenckell :;Tekijä	   4
Unggren :;Tekijä	   4
Nordensvan :;Söderström	   4
Suomalaisen Kirjallisuuden Seura :;Tekijä	   4
P. Widerholmin perill.	   4
J.A. Hahnsson	   4
[Suomentaja]	   4
Kaselius	   4
[Kuopion uusi kirjapaino]	   4
[Tampereen kirjapaino-osakeyhtiö]	   4
Sortavalan kirjapaino-osakeyhtiö	   4
[Etelä-Savon kirjapaino]	   4
Kloström	   4
Waasan painoyhtiö	   4
Philipp Reclam jun.	   4
författare	   4
Syrén	   4
Nordström	   4
Länsisuomalainen osakunta	   4
Sanomalehti- ja kirjapaino-osakeyhtiö	   4
Friis	   4
Finska statsjärnvägarna	   4
Finska mosskulturföreningen	   4
[hos Londicers änka]	   4
Pelastus-armeija	   4
Sortavalan eläinsuojelus-yhdistys	   4
Erinäisten rautatiesuuntien taloudellista tutkimusta varten asetettu komitea	   4
M. Lindroth	   4
Fr. ja P.	   4
Suomen työväenpuolue	   4
Hämäläisen osake-yhtiö	   4
Suomen matkailija-yhdistys	   4
Aug. Kajetskij	   4
[Universitas Helsingforsiensis]	   4
'Sanoma'	   4
Jyväskylän kp.	   4
Turun kaupungin historiallinen museo	   4
Weilin &  Göös	   4
Suomen luth. evank. -yhdistys	   4
Ammattilaisten kp.	   4
G. E. Jansson ja K.	   4
W. ja K.	   4
[Åbo stad]	   4
Uudenmaan eläinsuojeluyhdistys	   4
[Kejserliga Alexanders Universitetet i Helsingfors]	   4
Edlundska Bokhandeln i distr.	   4
Hämeenlinnan uusi kirjapaino	   4
Viipurin uusi kp.	   4
Sortavalan kp.	   4
Utgivaren	   4
Tidnings- o. tryckeriaktiebol.	   4
Kuopion uusi kirjapaino, jakaja	   4
Polytypos	   4
Ständerbiblioteket	   4
Frk. C. Mechelin, distr.	   4
[Helsingfors stad]	   4
Suomen rautatieläisten liitto	   4
Oulun läänin talousseura	   4
H. Welter	   4
Hagelstams förlagsaktiebolag	   4
Helsingin sentraalikirjapaino	   4
[Föreningen Martha]	   4
Finsk Kvinnoförening	   4
Lilius & Hertzberg, jakaja	   4
[författare]	   4
Suomalainen kirjallisuuden seura	   4
G. W. Edlund'in kustannuksella	   4
Finska Veterinärföreningen	   4
Yrjö Weilin, distr.	   4
J. Gummerus i distr	   4
Methuen	   4
[Finska Skogsvårdsföreningen Tapio]	   4
Kaarlo Halme	   4
Schultz	   4
Finsk-Ugriska Sällskapet	   4
Kp.-yhtiö Valo	   4
Landtbruksstyrelsens landtbruksekonomiska afdelning	   4
Yrjö Weilin, jakaja	   4
Svenska teosofiska Bokförlaget	   4
Finlands Hypoteksförening	   4
Hugo Geber	   4
Georg Merseburger	   4
Nykterhetssällskapens Centralbyrå	   4
Lohjan pitäjänkertomus	   4
Suomen kuuromykkäinliitto	   4
Paul Parey	   4
H. Aschehoug & Co	   4
Methuen & Co	   4
Armand Colin	   4
Sampsa	   4
Lifförsäkringsbolaget Suomi	   4
Kosonen	   4
Suomen evank. seura	   4
Suomal. sosialistinen kustannusyhtiö	   4
[Septem]	   4
Frälsningsarméns Högkvarter	   4
[Lainvalmistelukunta]	   4
Kataja	   4
K.E. Holm	   4
Finska Skogsvårdsföreningen Tapio	   4
Helsingin N. M. K. Y.	   4
Invaliditeettivakuutuskomitea	   4
Suomalaisen kirjallisuuden seuran kirjapaino	   4
Finska Läkaresällskapet	   4
Hydrografiska Byrån vid Öfverstyrelsen för väg- och vattenbyggnaderna i Finland	   4
Suomalainen Kansalliskirjakauppa	   4
Turun työväenyhdistys	   4
Agraarikomitea	   4
Beijers bokförlagsab.	   4
Kp. Gutenberg	   4
Hämeenlinnan uusi kp.	   4
Statistiska byrån vid landtbruksproducenternas delegation	   4
Albert Langen	   4
[Nyländska avdelningen]	   4
Kustannus-o.y. Sampo	   4
Suomalainen Kirjallisuuden seura	   4
O.y. Kuopion uusi kirjapaino [jakaja]	   4
[Finska Arbetsgifvareförbund]	   4
Björck & Börjesson	   4
Tampereen kirkollinen kirjakauppa	   4
[Industrins centrallaboratorium]	   4
Sjuksköterskeföreningen	   4
Afvelsföreningen för Ayrshireboskap	   4
Föreningen Martha	   4
Livförsäkringsbolaget Suomi	   4
Työttömyysvakuutuskomitea	   4
Dahlberg	   4
Turun pipliaseura	   4
Pyrkijä	   4
Konstföreningen i Åbo	   4
[Medicinalstyrelsen]	   4
Suomen sahateollisuustyöväenliitto	   4
Juridiska studentfakulteten	   4
Nyländska jaktklubben	   4
[WSOY]	   4
Th. Wulff	   4
Suomen yleinen käsiteollisuusyhdistys	   4
Hannes Sjöblom	   4
Uudenmaan ja Hämeenläänien maanviljelysseura	   4
Finska statsjärnvägarne	   4
H. Honig	   4
Sosialistin kirjapaino	   4
Visa	   4
Kemin uusi kirjapaino	   4
Laulajapoika	   4
Victor Forselius	   4
Kolmisointu	   4
Länsi-Suomen karjanjalostusyhdistys	   4
Kirjakustantamo Into	   4
Kotimainen herätystyö	   4
Mustalaislähetyksen toimisto	   4
Suomen sosialidemokratinen puolue	   4
Öflund & Pettersson	   4
Hakaniemen kirjakauppa	   4
Henkivakuutusyhtiö Salama	   4
Geologinen toimisto	   4
Helsingin Kustannusosakeyhtiö	   4
Nylands och Tavastehus läns landtbrukssällskap	   4
Raittiusjärjestöjen keskustoimisto	   4
P. Sergein ja Hermanin veljeyskunta	   4
Suomen Aleksanterin yliopisto	   4
Waseniuksen kirjakauppa, jakaja	   4
S.O.K.	   4
Tampereen työväen sanomalehti-oy	   4
Vihtori Repo	   4
Meteor	   4
Suomalaisuuden liitto	   4
[Lahden kaupunki]	   4
Suomen tie- ja vesirakennustyöläisten liitto	   4
Suomen opiskelevan nuorison raittiusliitto	   4
Arthur Runehjelmin kustantamo	   4
Kansanvalistusseuran Käkisalmen haaraosasto	   4
Pohjolan kustannusoy.	   4
Urheilijain kustannus-oy.	   4
A. Maunula	   4
Suomen Metsänhoitoyhdistys Tapio	   4
Maalaisliitto	   4
Karjalan sivistysseura	   4
Suomen valtion rautatiet	   4
Työväen sanomalehti oy.	   4
[Tampereen kaupunki]	   4
Suomalainen kansallis-raittius-veljeysseura	   4
Viipurin uusi kirjapaino	   4
Aug. Edwards	   4
Vapaa ajatus	   4
Pekka Ervast	   4
Finlands Dövstumförbund	   4
Suomalaisen Kirjallisuuden seuran kirjapaino	   4
A. Cedervaller	   4
Suomi College	   4
Finlands svenska arbetareförbund	   4
Helsingin yliopisto	   4
Littera	   4
Pelastusarmeija	   4
Joh. Bergdahl	   4
Finska litteratursällskapet	   4
Hemvännen	   4
Turun kaupunkilähetys	   4
Finska läkaresällskapet	   4
Finska fornminnesföreningen	   4
Mercator	   4
[Willem J. Blaeu]	   4
[Imperatorskaâ Akademìâ Nauk']	   4
[S. G. Hermelin]	   4
chez Pierre Mariette Rue St. Iacques a l'esperance	   4
tryckt aff Petter Hansson	   4
excudit Johannes Brendeken, Acad. typograph.	   4
imprimebat Eschillus Matthiae	   4
excusa â Petro Hansonio Acad. typogr.	   4
impressa â Petro Hansonio Acad. typ.	   4
[Henric Curio]	   4
aff Petro Hansonio	   4
[tryckt hos Georg Wilhelm Londicer]	   4
excusa â Petro Hansonio, Acad. typog.	   4
[F. P. Paulssen]	   4
H. C. Merckell	   4
tryckt hos K. acad. boktr. J. C. Frenckells enka	   4
[kongl. tryckeriet]	   4
tryckt hos Henr. C. Merckell, kongl. boktr.	   4
typis Joh. Laur. Horrn, Reg. Ant. archiv. typogr.	   4
tryckt Henr. C. Merckell, kongl. boktr. uthi stoor-furstendömet Finland	   4
[Henric Christofer Merckell]	   4
tryckt hos Frantz Phil. Paulssen	   4
typis Petri Georgi Nyström	   4
J. G. Lange	   4
tryckt hos Wennberg och compagnie	   4
tryckte hos Johan A. Carlbohm	   4
tryckt hos Carl Stolpe	   4
J. A. Carlbohm	   4
tryckt i mag. J. C. Frenckells boktryckeri. På egen bekostnad	   4
J. Edman	   4
af Georg Wilhelm Londicer	   4
hos Swederus	   4
tryckt hos Joh. Christ. Holmberg	   4
tryckt på direct. Lars Salvii kostnad	   4
tryckt hos directeuren och Kongl. boktryckaren i stor-förstendömet Finland, Jacob Merckell	   4
excud. Joh. Kaempe, Reg. Acad. typogr.	   4
impressum apud viduam R. Acad. typ. J. C. Frenckell	   4
excud. Joh. Kiämpe, Reg. Acad. typogr.	   4
typis Johan. Christoph. Frenckell	   4
impressit Johannes Christoph. Frenckell	   4
[Oulun läänin talouden seura]	   3
Valtionrautateiden Eläinsuojelusyhdistys	   3
Mariayhdistys	   3
Fruntimmersförening	   3
Suomen Naisten Kansallisliitto	   3
Satakunnan Eläinsuojelusyhdistys	   3
Raision Pitäjän, Naantalin Kaupungin sekä Naantalin Maaseurakunnan Eläinsuojelusyhtiö	   3
Kainuun Eläinsuojelusyhdistys	   3
Militärlitteraturföreningens förlag	   3
Albert Bonniers förlag	   3
Weilin & Göösʼin Osakeyhtiön kirjapainossa ja kustantama	   3
Wahlström & C.	   3
tip. Imp. Akad. nauk	   3
izd. 'Kir'â'	   3
Glavnoe Gidrografičeskoe Upravlenìe Morskogo Ministerstva	   3
I. N. Kušnerev' i K°	   3
Knigoizdatel'stvo A. È. Vineke	   3
Gos. tip.	   3
D. F. Bonnier	   3
[Johan Westerback]	   3
[Gottlund]	   3
[Länsisuomalainen osakunta]	   3
Theodor Sederholms tryckeri	   3
Utgifvarens förlag	   3
[G. E. Eurén]	   3
Finska Litteratursällskapets tryckeri	   3
[Finska vetenskaps-societeten]	   3
Finska litteratursällskapets tryckeri	   3
[H. Wächter]	   3
F. Liewendal	   3
[Viipurin museo]	   3
Izdatel'stvo putevoditelej 'Russkìj Bedeker''	   3
Severin Falkman	   3
W. Lundequist	   3
R. Gaertner	   3
Beijer ;;Edlund	   3
Suomalais-am. kustannusyhtiö	   3
Lithographié chez M. de Helmersen	   3
Suomalainen K.-R.-veljeysseura	   3
Joel Björklund & Co	   3
F. J. J.	   3
Bennett	   3
Hinrichssche Buchhandlung	   3
Murray	   3
Vieweg	   3
MacMillan and Co.	   3
Plon	   3
Ferdinand Hirt & Sohn	   3
Familj-journalens boktryckeri-aktiebolag	   3
Chapman and Hall	   3
Norman	   3
Société Finlandaise de Littérature	   3
Finska Litteratur-Sällskapet	   3
tryckt hos Olof Grahn	   3
excudebant Regiae Academiae typographi	   3
Palmblad & C.	   3
Västfinska afdelningen	   3
Moshinjoliso sh'Ehangeno lja Literatur ja Suomi	   3
Tipografìâ Imperatorskoj Akademìi nauk'	   3
Tipografìâ M. A. Aleksandrova	   3
Tipografìâ I. N. Skorohodova	   3
Voennaâ tipografìâ	   3
Hagelberg :;Tekijä	   3
Hufvudstadsblad'in kirjap. :;Holm	   3
Finska sjömansmissionen	   3
Ries & Erler	   3
Simelius :;Stolpe	   3
Suomalaisen Kirjallisuuden Seura :;Suomalainen teatteri	   3
Zacharias Heggström	   3
Bohlin	   3
Holmström :;Wilén	   3
Wasenius :;Holm	   3
[Finska studentafdelningarnas etnografiska museum],;Finska Litteratursällskapets tr.	   3
Gottlund	   3
Wikberg	   3
[Sederholm]	   3
Frenckell :;Holm	   3
Finska Hushållningssällskapet	   3
Wiipurin suomalainen kirjallisuusseura	   3
Lundberg :;Edlund	   3
Painoyhtiön kirjapaino :;Weurlander	   3
Lindman	   3
Sederholm :;Suomentaja	   3
Frenckelliläinen kirjapaino :;J. F. Granlund	   3
H. C. Friis	   3
Wasenius :;K. E. Holm	   3
Allardt	   3
Karlsson :;Bergdahl	   3
Tekiä	   3
Sederholm :;Holm	   3
G. E. Eurén	   3
Hufvudstadsblad'in kirjap.	   3
Nordenswan	   3
Huhtin	   3
Keisarillisen senaatin kirjapaino	   3
Gebethner i Wolff	   3
[Kansanvalistus-seura]	   3
Suomen Evankeliumi Seura	   3
Hajander	   3
Westbeck	   3
Piipponen	   3
Wartiainen	   3
Terveydenhoito-yhdistys	   3
G. W. Wilén ja kumpp. kirjapaino	   3
Lundberg	   3
Painoyhtiön kirjapaino	   3
A. F. Cederwaller	   3
Auralehden osakeyhtiö	   3
[Turun kirjapaino-osakeyhtiö]	   3
Druckerei der Finnischen Litteraturgesellschaft	   3
V. Weurlander	   3
Oskar Aukusti Frithiof Blomstedt	   3
Kohtuuden ystävät	   3
Pohjalais-osakunta	   3
Kansankirjapaino	   3
Heyno	   3
Kansankirjallisuus-yhtiö	   3
Giescke	   3
Flodin	   3
Wirkki	   3
Finska evangeliska sällskapet	   3
Lutherilainen evankeliumiyhdistys	   3
Uudenkaupungin kirjapaino-osakeyhtiö	   3
Kejserliga Senaten för Finland	   3
Michelson	   3
Leppänen	   3
tryckt hos magister J. C. Frenckell	   3
[tryckt hos J. C. Frenckell]	   3
tryckt hos mag. J. C. Frenckell	   3
Limingan kansanopisto	   3
Modén	   3
Ylioppilaskunnan laulajat	   3
Wasa musikaliska förening	   3
Finska forstföreningen	   3
J. C. Lagerspetz	   3
K. Suomen Talousseura	   3
tryckt hos directeuren Johan A. Carlbohm	   3
tryckt hos C. A. Londicer	   3
typis Frenckelliorum	   3
ex officina Frenckelliana	   3
Juho Häkkänen	   3
Lapsenpäästölaitos	   3
[Wiborgs stad]	   3
Wiipurin sanomain kirjapaino	   3
A. Grönberg	   3
Sanomal.- ja kp.-osakeyhtiö	   3
G. W. Edlundin kirjak.	   3
J. Malm	   3
[Konstflitsföreningen i Finland]	   3
Stentryck	   3
Tampereen kp.-osakeyhtiö	   3
Alfred Kordelin	   3
Luth. Evankeliumiyhdistys	   3
Finska Sortimentsbokhandlareföreningen	   3
Kehittäjän kannatusyhtiö	   3
[Pedagogiska föreningen i Finland]	   3
C. E. Holmberg	   3
[Författaren]	   3
Finska kennelklubben	   3
Gej. ja K.	   3
Rauman kp.-osakeyhtiö	   3
[Privata reallyceum]	   3
Merkurius	   3
Kansanvalistus-Seura	   3
Antti Hautala	   3
Axel Bergbom	   3
Kansankp.	   3
[Nyländska jaktklubben]	   3
Polyteknikkojen yhdistys	   3
[J. Länkelä]	   3
Wentzel Hagelstam, distr.	   3
Työväen kustannusosakeyhtiö	   3
Turun kp.	   3
E. Ajo	   3
G. A. Grönlund	   3
Etelä-Suomen kirjapaino	   3
Turun suom. kp.	   3
Ylioppilaiden kristillinen yhdistys	   3
Th. Tammelin	   3
J. A. Majlund	   3
[Kejserliga Alexanders-Universitetet]	   3
T. Fisher Unwin	   3
[Filosofiska fakultetens Fysisk-matematiska Sektion]	   3
U. W. Telén & K.	   3
Lindstedt antikvar. bokh.	   3
Kuopion läänin maanviljelysseura	   3
Kansainvälinen kirja- ja lähetys-yhdistys	   3
Itä-Hämeen maalaisseura	   3
Turun suomalainen kirjapaino	   3
Max Niemeyer	   3
I. Rosqvist	   3
[Wasenius]	   3
Ilmajoen maamiesseura	   3
Otava station, förf.	   3
Aktiebol. Handelstryckeriet	   3
Lübcke & Hartmann	   3
Förff.	   3
Waseniuska bokhandeln	   3
Tampereen kaupunki :;[Emil Lyytikäisen kirjakauppa, jakaja]	   3
C. W. K. Gleerup	   3
Samson & Wallin	   3
Luth. evangeliiföreningen	   3
Edv. Helin	   3
V. Pio's Boghandel	   3
Arbetets vänners västra filial	   3
Otava, jakaja	   3
K. B. Boström	   3
A. F. Høst & Søn	   3
David Nutt	   3
Järnvägsstyrelsen	   3
Utgivare	   3
G.W. Edlund	   3
Juridiska Studentfakulteten :;Akademiska Bokhandeln, jakaja	   3
Svanbäck	   3
Polyteknikernas förening	   3
P. Hanstein	   3
J. A. Barth	   3
Gymnastikföreningen för fruntimmer	   3
[Hangö stad]	   3
Akademiska bokhandeln i distr	   3
Jernvägsstyrelsen	   3
[Viborgs stad]	   3
[Åbo Underrättelser]	   3
