original		Count
[2], 112 s.	114	   1
[4], [1] 2-20 [21-22] s.	27	   1
[10], 37, [5] s.	52	   1
[10], 69 [po. 61], [5] s.	76	   1
[8], [1] 2-45 [46-48] s.	57	   1
[4], 8 [38?] s.	4	   1
[2], [1] 2-80 s.	82	   1
[2], 87 [po. 89], [1] s.	92	   1
[8], [1] 2-30 [31-34] s.	43	   1
[1-4] 5-18 [19-20] s.	20	   1
[1-2] 3-22 [23-24] s.	24	   1
S. [21-23] 24-35 [36]	36	   1
[8], [1-3] 4-20 s.	28	   1
S. [13]-21, [1] s.	10	   1
[10], 26 s.	36	   1
[4], 10, [2] s.	16	   1
S. [13-14] 15-20	20	   1
[1-7] 8-28 s.	28	   1
[8], 11, [1] s.	20	   1
[6], [1] 2-37 [38] s.	81	   1
[6], 37, [5] s.	48	   1
[6], [1] 2-35 [36-38] s.	45	   1
[6] s., s. 77-110	40	   1
[2], [1] 2-76 s.	78	   1
[4] s., s. [35] 36-78	82	   1
[6] s., s. 33-62	36	   1
[2], I-XVI s.	18	   1
[2] s., s. [23] 24-50	52	   1
S. [15]-38	24	   1
[2] s., s. [17] 18-28	30	   1
[2] s., s. [17]-52	38	   1
S. [23]-39, [1] s.	18	   1
S. [13-15] 16-20	20	   1
21 [po. 20] s.	20	   1
[2] s., s. [26]-45	22	   1
[2], 25, [11] s.	38	   1
S. [13-14] 15-32	32	   1
[2] s., s. [877-887], [1] s.	14	   1
[2] s., s. [861-876]	18	   1
[2] s., s. [845-860]	18	   1
[2] s., s. [829-844]	18	   1
[2] s., s. [813-828]	18	   1
[2] s., s. 797-812	18	   1
[2] s., s. 781-796	18	   1
[2] s., s. 763-780	20	   1
[2] s., s. 749-761 760-762 [po. 762-764]	5	   1
[4] s., s. 733-748	20	   1
[2] s., s. 717-732	18	   1
[2] s., s. 701-716	18	   1
[2] s., s. 685-700	18	   1
[2] s., s. 669-684	18	   1
[4] s., s. 653-668	20	   1
[2] s., s. 637-652	18	   1
[2] s., s. 621-636	18	   1
[2] s., s. 605-620	18	   1
[4] s., s. 589-604	20	   1
[2] s., s. 573-588	18	   1
[2] s., s. 557-572	18	   1
[2] s., s. 541-556	18	   1
[2] s., s. 525-540	18	   1
[2] s., s. 509-524	18	   1
[2] s., s. 493-508	18	   1
[2] s., s. 477-390 [po. 477-492]	18	   1
[4] s., s. 461-476	20	   1
[2] s., s. 445-460	18	   1
[2] s., s. 429-444	18	   1
[2] s., s. 413-428	18	   1
[2] s., s. 397-412	18	   1
[2] s., s. 381-396	18	   1
[2] s., s. 365-380	18	   1
[2] s., s. 349-364	18	   1
[2] s., s. 333-348	18	   1
[2] s., s. 317-332	18	   1
[2] s., s. 301-316	18	   1
[2] s., s. 285-300	18	   1
[2] s., s. 269-284	18	   1
[4] s., s. 253-268	20	   1
[2] s., s. 237-252	18	   1
[4] s., s. 221-236	20	   1
[4] s., s. 205-212 212-219 [po. 213-220]	12	   1
[2] s., s. 189-204	18	   1
[2] s., s. 173-188	18	   1
[2] s., s. 157-172	18	   1
[2] s., s. 141-153 153-155 [po. 154-156]	5	   1
[2] s., s. 125-140	18	   1
[2] s., s. 109-124	18	   1
[2] s., s. 93-108	18	   1
[4] s., s. 77-92	20	   1
[4] s., s. 65-76	16	   1
[2] s., s. 56-95, [2] s.	44	   1
S. [23]-46	24	   1
S. [19-20] 21-36	36	   1
S. [17]-40	24	   1
[4] s., s. 33-40	12	   1
[4], [1-2], [2], 3-16 s.	22	   1
[2] s., s. 346-370 [po. 347-371] [372] s.	399	   1
[2] s., s. 330-345 [po. 331-346]	18	   1
[2] s., s. 314-329 [po. 315-330]	18	   1
[2] s., s. 298-313 [po. 299-314]	18	   1
[2] s., s. 282-297 [po. 283-298]	18	   1
[2] s., s. 266-281 [po. 267-282]	18	   1
[2] s., s. 250-265 [po. 251-266]	18	   1
[2] s., s. 234-249 [po. 235-250]	18	   1
[4] s., s. 219-234	20	   1
[2] s., s. 207-218	14	   1
[2] s., s. 191-206	18	   1
[2] s., s. 167-190	26	   1
[2] s., s. 151-166	18	   1
[2] s., s. 135-150	18	   1
[2] s., s. 119-134	18	   1
[4] s., s. 107-118	16	   1
S. [2], 93-106	16	   1
[2] s., s. 65-74	12	   1
[4] s., s. [57]-72	20	   1
[4] s., s. [25]-56	36	   1
[2] s., s. [35] 36-63 [64]	129	   1
[1-4] 5-15 [16] s.	16	   1
6 s.	6	   1
[1-3] 4-13 [14] s.	14	   1
[4], 88 s.	92	   1
[12], 72 [po. 74], [6] s.	92	   1
[3], [1] 2-48 [49-50] s.	54	   1
[2], [1] 2-36 [37-38] s.	41	   1
[8], 82 [po. 84], [4] s.	96	   1
[8], 62, [2] s.	72	   1
[1-3] 4-21 23 [po. 22] [23-24] s.	24	   1
S. [17-18] 19-31 [32]	32	   1
[10], 44, [2] s.	56	   1
[4], 20, [4] s.	28	   1
[10], [1] 2-23 [24-28] s.	39	   1
[8], 25, [5] s.	38	   1
[8], 35, [5] s.	48	   1
[16], 23, [1] s.	40	   1
[6], [1] 2-38 [39-40] s.	47	   1
[6], [1] 2-63 [64] s.	133	   1
[8], 24, [4] s.	36	   1
[6], [1] 2-96 [97-98] s.	105	   1
[8], [1] 2-57 [58] s.	123	   1
[4], 53, [3] s.	60	   1
[1-2] 3-23 [24] s.	24	   1
[4] s., s. [19] 20-40	44	   1
[8], 8 s.	16	   1
[2], [1] 2-16 71 [po. 17] [18] s.	37	   1
[8], 8, [2] s.	18	   1
[8], [1] 2-17 [18] s.	43	   1
[6], [1] 2-8 [9-10] s.	17	   1
[2], [1] 2 5-8 [po. 4-6] s.	5	   1
[4], [1] 2-67 [68-72] s.	77	   1
[4], 49, [1] s.	54	   1
[10], [1] 2-64, [2] s., I kuvalehti taitettuna	81	   1
[4], [1] 2-37 [38] s.	79	   1
[1-3] 4-9 [10] s.	10	   1
[1-2] 3-22 s.	22	   1
[2] s., s. 15-28	16	   1
[1-4] 5-18 s.	18	   1
[8], 100 s.	108	   1
S. [2], 97-128	34	   1
S. [2], 65-96	34	   1
S. [6], 33-64, [2]	40	   1
[2] s., s. [15] 17-25 [po. 16-24]	11	   1
[2], [1-2] 3-10 s.	12	   1
[2] s., s. [13] 14-24	26	   1
[2], [1-3] 4-22 s.	24	   1
[2] s., s. [43] 44-80	82	   1
[1-2] 3-34 s.	34	   1
S. [105-124?]	20	   1
S. [2], 97-104 [105-106]	108	   1
[2] s., s. 17-26	12	   1
[12], 42 s.	54	   1
[4] s., s. 21-32	16	   1
[4] s., s. 63-78	20	   1
[4] s., s. 47-62	20	   1
S. [19-20] 21-46	46	   1
[1-5] 6-13 [14] s. (s. [14] tyhjä)	14	   1
[1-4] 5-13 [14] s.	14	   1
[1-4] 5-15 [16] s. (s. [16] tyhjä)	16	   1
[10], [1] 2-21 [22-24] s.	35	   1
[2] s., s. [13] 14-26	28	   1
[8], 74 s.	82	   1
[1-3] 4-8 s. (s. [2] tyhjä)	8	   1
[4], [1] 2-20 [21-22] s. (s. [22] tyhjä)	49	   1
[6], [1] 2-13 [14] s. (s. [14] tyhjä)	47	   1
[6], [1] 2-11 [12] s. (s. [12] tyhjä)	41	   1
[10], 46, [4] s.	60	   1
[4], 67, [1] s.	72	   1
[6], 74 s.	80	   1
[8], 45, [3] s.	56	   1
[16], 25, [5] s.	46	   1
[10], 66, [6] s.	82	   1
S. [15-16] 17-36	36	   1
[8], [1] 2-31 [32-34] s.	43	   1
S. [2], 13-24	14	   1
S. [2], 21-28	10	   1
S. [2], 13-20	10	   1
[1-2] 9 [po. 3] 4-16 s.	16	   1
S. [2], [39] 40-52	54	   1
[4], [1] 2-17 [18] s.	39	   1
[4], [1] 2-16 47 [po. 17] [18] s. (s. [18] tyhjä)	57	   1
[6], [1] 2-12 [13-16] s. (s. [16] tyhjä)	39	   1
[2], 1-18 s.	20	   1
[6], [1] 2-26 [27-28] s.	35	   1
[1-2] 3-23 [24] s. (s. [24] tyhjä)	24	   1
[6], [1] 2-29 [30] s. (s. [30] tyhjä)	95	   1
[6], [1] 2-28 s.	34	   1
[2], [1] 2-25 [26] s. (s. [26] tyhjä)	79	   1
[4] s., s. [45]-68	28	   1
S. [8], [35] 36-57 [58]	123	   1
S. [4], [17] 18-28 [29-30]	51	   1
[6], [1] 2-20 [21-22] s.	29	   1
[8], [1] 2-26 s.	34	   1
[4], 17, [3] s.	24	   1
[6], 47, [1] s., [1] kuvalehti taitettuna	56	   1
[2], 29, [1], s.	32	   1
[8], 20, [2] s.	30	   1
[2], [1] 2-7 [8] s. (s. [8] tyhjä)	25	   1
[10], [1] 2-19 [20] s.	49	   1
[1-3] 4-13 [14-16] s.	16	   1
[12], 48 s.	60	   1
[8], [1] 2-35 26 [po. 36] [37-40] s. (s. [40] tyhjä)	89	   1
[6], [1] 2-17 [18] s. (s. [18] tyhjä)	59	   1
[6], [1] 2-21 [22] s. (s. [22] tyhjä)	71	   1
[2], [1] 2-16 [17-18] s. (s. [18] tyhjä)	39	   1
[4], [1] 2-18 [19-22] s. (s. [19-20] ja [22] tyhjät)	49	   1
[6], [1] 2-35 [36] s. (s. [36] tyhjä)	113	   1
[2], [1] 2-45 [46] s. (s. [46] tyhjä)	139	   1
S. [6], [29] 30-42	48	   1
[8], [1] 2-37 [38] s. (s. [38] tyhjä)	121	   1
[8], [1] 2-19 [20-22] s.	31	   1
[8], [1] 2-27 [28-32] s.	41	   1
[2], 8, [2] s.	12	   1
[4], [1] 2-37 [38-40] s. (s. [40] tyhjä)	85	   1
[6], [1] 2-27 [28] s.	61	   1
[8], [1] 2-26 [27-28] s.	37	   1
14, [2] s.	16	   1
[6], 20, [6] s.	32	   1
[2], 71, [1] s.	74	   1
[6], 94 s.	100	   1
[8], 33, [3] s.	44	   1
[2], 17, [1] s	20	   1
[2], 56 [po. 54] s.	56	   1
[10], 37, [1] s.	48	   1
[4] s., s. [33]-80	52	   1
[2], 67, [1] s.	70	   1
[8], 12 s.	20	   1
[2], 22, [2] s.	26	   1
[2] s., s. [27]-37, [1]	14	   1
[2] s., s. [45]-66	24	   1
[4] s., s. [25]-53 [po. [25]-43], [1]	24	   1
[4] s., s. [53]-84	36	   1
[2] s., s. [33]-52	22	   1
[2] s., s. [21]-30	12	   1
S. [17]-32 [po. [17]-33], [1] s.	18	   1
[4] s., s. [13]-26	18	   1
[6], 70 s.	76	   1
[4] s., s. [75]-94	24	   1
[8] s., s. [51]-73, [1] s.	32	   1
[8] s., s. [25]-50	34	   1
[8], 72, [2] s.	82	   1
[2] s., s. [41]-62 [po. 47-68]	24	   1
[12], 43, [3] s.	58	   1
[2], 10, 48 s.	50	   1
[2] s., s. [25]-47, [1] s.	26	   1
[10], 15, [1] s.	26	   1
[4] s., s. [25]-42	22	   1
[4] s., s. [25]-39, [1] s.	20	   1
[2] s., s. [9]-18	12	   1
[7], 19 s.	26	   1
[8] s., s. [28]-42, [1] s.	24	   1
[8], 27, [5] s.	40	   1
[2] s., s. [15]-24	12	   1
[6], 10 s.	16	   1
[2] s., s. [19]-38	22	   1
[4] s., s. [41]-75, [1] s.	40	   1
[2] s., s. [41]-84	46	   1
[2] s., s. [165]-224	62	   1
[2] s., s. [137]-164	30	   1
[2] s., s. [101]-136	38	   1
[2] s., s. [55]-100	48	   1
[2] s., s. 73-118	48	   1
[2] s., s. [43]-72	32	   1
[2], 62 s.	64	   1
[2], 45, [1] s.	48	   1
[2], 12 [po. 10] s.	12	   1
[4], 28, [2] s.	34	   1
[4], 30, [3] s.	37	   1
[8], 22, [3] s.	33	   1
[2], 25, [3] s.	30	   1
[10], 14 s.	24	   1
[6], 32, [2] s.	40	   1
[6], 46 s.	52	   1
[12], 39, [1] s.	52	   1
[4], 46, [2] s.	52	   1
[6], 59, [5] s.	70	   1
[8], 26, [4] s.	38	   1
[8], 55, [1] s.	64	   1
[8], 79, [1] s.	88	   1
[6], 33, [5] s.	44	   1
[8], 42, [6] s.	56	   1
[6], 89, [7] s.	102	   1
[10], 34, [4] s.	48	   1
[4] s., s. [25]-58	38	   1
[6] s., s. [21]-37, [1] s.	24	   1
[4], 20, [2] s.	26	   1
[2] s., s. [17]-24	10	   1
[4] s., s. [23]-41, [1] s.	24	   1
[8], 30, [4] s.	42	   1
[2] s., s. 7-38	34	   1
[2] s., s. [21]-42	24	   1
[2] s., s. 83-98	18	   1
[2] s., s. 61-82	24	   1
[2] s., s. 33-60	30	   1
[2] s., s. 59-74	18	   1
[2] s., s. 29-42	16	   1
[4] s., s. [65]-80	20	   1
[2] s., s. [49]-64	18	   1
[2] s., s. [33]-48	18	   1
[8] s., s. [23]-74	60	   1
[6], 72 s.	78	   1
[4] s., s. [15]-29, [1] s.	20	   1
[2] s., s. 14-25	14	   1
S. [13]-24	12	   1
[2] s., s. [15]-27, [1] s.	16	   1
S. [15]-30	16	   1
S. [25]-40	16	   1
[2] s., s. [15]-29, [1] s.	18	   1
S. [17]-31, [1] s.	16	   1
S. [71]-82	12	   1
[4] s., s. 55-70	20	   1
[2] s., s. 39-54	18	   1
[6] s., s. [23]-34	18	   1
[4] s., s. [27]-46	24	   1
[4] s., s. [25]-43, [1] s.	24	   1
[4], 54 s.	58	   1
[6], 56 s.	62	   1
[2] s., s. 51-60	12	   1
[2] s., s. 41-50	12	   1
[2] s., s. 25-39, [1] s.	18	   1
S. [33]-60	28	   1
[4], [1] 33 [po. 31], [1] s.	36	   1
[2] s., s. [37]-93, [1] s.	60	   1
[12], 27, [5] s.	44	   1
[16], 88 s.	104	   1
[4], 37 [po. 35], [1] s.	40	   1
[6], 27, [5] s.	38	   1
[6], 36, [2] s.	44	   1
[3], [1] 2-12 [13] s. (s. [13] tyhjä) s.	41	   1
[2], 30, [6] s.	38	   1
[12], [1] 2-53 [54] s. (s. [54] tyhjä) s.	173	   1
[12], 36 s.	48	   1
[4], 38 s.	42	   1
[4], 32, [2] s.	38	   1
[6] s., s. [49]-82	40	   1
[8], 12, [4] s.	24	   1
[4], 22 [po. 23], [1] s.	28	   1
[4], 19, [5] s.	28	   1
[6], 44, [4] s.	54	   1
[6], 28, [2] s.	36	   1
[4], 25, [5] s.	34	   1
[8], 52, [4] s.	64	   1
[8], 26, [6] s.	40	   1
[6], 24, [6] s.	36	   1
[6], 25, [7] s.	38	   1
32	32	   1
[4], 40, [4]	48	   1
[8], 32, [2] s.	42	   1
[6], 27, [1] s.	34	   1
[10], 16 s.	26	   1
[2] s., s. 31-61, [1] s.	34	   1
