"","publisher","n"
"755","W. ja G",9
"756","Waseniuksen kirjakauppa",9
"757","Waseniuska Bokhandeln, distr",9
"758","Werkko",9
"759","directeurildä ja cuning:da kirjan pränt. suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",9
"760","literis Höjerianis",9
"761","sa a^ Petro Hanson Acad. typogr",9
"762","sa a^ Petro Hansson, Acad. typogr",9
"763","tryckt hoos Ignatium Meurer",9
"764"," apud Johannem Wallium",8
"765","A. Apostol",8
"766","A. C. Öhman",8
"767","A. Twietmeyer",8
"768","Akademiska bokhandeln, distr",8
"769","Alopaeus",8
"770","Befälhafvarestyrelsen",8
"771","Brandkårsförbundet i Finland",8
"772","Cuningalisesa suomalaisesa prändisä",8
"773","Diakonissanstalten",8
"774","Duodecim seura",8
"775","E. E. Sundvall",8
"776","Edlundska bokhandeln, jakaja",8
"777","Elanto",8
"778","Eure´n :;Hagelberg",8
"779","Evangeliska Fosterlandsstiftelsen",8
"780","F. J. Leverentz",8
"781","F. W. Unggrens boktryckeri",8
"782","Finska Kyrkans Inremissionssällskap",8
"783","Finska Litteratursällskapet",8
"784","Finska Skogsvårdsföreningen Tapio",8
"785","Finska kyrkohistoriska samfundet] :;J. Gummerus, jakaja",8
"786","Frenckelliläinen kirjapaino :;Granlund",8
"787","Föreningen Martha",8
"788","Försäkringsföreningen i Finland",8
"789","G. Smidt",8
"790","GEJ. ja K",8
"791","Geologiska kommissionen i Finland",8
"792","Helsingin kustannusosakeyhtiö",8
"793","Hilde´n",8
"794","Hufvudstadsblad'in kirjapaino :;Holm",8
"795","Iohan Winter",8
"796","J. Becker",8
"797","J. F. Ola´nin kirjakauppa",8
"798","Joh. Christ. Frenckellildä",8
"799","Joh. K. Lindstedt",8
"800","Johan Christofer Frenckell",8
"801","Kajaanin kirjapaino",8
"802","Kansantaloudellinen yhdistys",8
"803","Keski-Suomen kirjapaino",8
"804","Keskinäinen vakuutuslaitos Sampo",8
"805","Kristillinen liikemiestoiminta",8
"806","Kustannusliike Kullervo",8
"807","M. V. Wuolukka",8
"808","NAZ",8
"809","Norstedt & Söner",8
"810","Nuorten naisten kristillinen yhdistys",8
"811","Nutids redaktion",8
"812","Nya teatern i Helsingfors",8
"813","OP",8
"814","Omalla kustannuksella",8
"815","P. H. Beijer",8
"816","Pec<U+030C>atano v' Gl. Gidrograf. Upravleni`i Morskogo Ministerstva",8
"817","Perustuslakikomitea",8
"818","Pettersson",8
"819","Raivaaja",8
"820","Rauhan sanomain kustannustoimi",8
"821","Reg. Acad. typogr. J. C. Frenckell",8
"822","Reg. Acad. typogr. Joh. C. Frenckell",8
"823","Sana",8
"824","Satakunnan maanviljelysseura",8
"825","Siirtolaisen kp",8
"826","Sortavalan Evank. seura",8
"827","Sortavalan Evankelinen seura",8
"828","Sortavalan kirjapaino",8
"829","Suom. sos. kust. yht",8
"830","Suomalaisten puolueiden vaaliliitto",8
"831","Suomen pelastusarmeija",8
"832","Suomen vakuutusyhdistys",8
"833","Suomen yleinen palokuntaliitto",8
"834","Söderström & C:o i distr",8
"835","Söderström, jakaja",8
"836","Tampereen Eläinsuojelusyhdistys",8
"837","Tekijät",8
"838","U.W. Tele´n",8
"839","Valtion historiallinen museo",8
"840","Weurlander",8
"841","Wäinämöisen toimitus",8
"842","Yrjö Weilin & Kumpp. o.y",8
"843","aff Petter Hansson",8
"844","apud Johan. Edman, et Reg. Acad. typogr",8
"845","apud Reg. Acad. typogr. Joh. Christoph. Frenckell",8
"846","a^ Petro Wald, Acad. typogr",8
"847","debant Regiae Academiae typographi",8
"848","ex officina J. C. Frenckell",8
"849","präntätty directörin Johan A. Carlbohmin tykönä",8
"850","s. apud Hansonii",8
"851","sa typ. Acad. apud Petri Waldz",8
"852","sus a^ Petro Hansonio Acad. typ",8
"853","tryckt aff Johann Winter",8
"854","tryckt aff Petter Hansson",8
"855"," J. Wal",7
"856"," Joh. Kaempe, Reg. Acad. typ",7
"857"," apud Johannem Wallium, A. t",7
"858","Alopæus",7
"859","Amund Laurentsson",7
"860","And. Jac. Nordström",7
"861","Assar Palander",7
"862","Beijers Bokförlagsaktiebolag",7
"863","Beijers bokförlagsaktiebolag",7
"864","Black",7
"865","Cedervaller :;Tekijä",7
"866","Christ. Ludv. Hjelt",7
"867","Churberg",7
"868","Clouberg ja Kumpp",7
"869","Edistysseurojen kustannusoy",7
"870","Edlundska Bokhandeln i distr",7
"871","Ekenäs missionsbokhandel",7
"872","Englannin ja ulkomaan pipliaseura",7
"873","Eriksson",7
"874","Eure´n",7
"875","Evank. kustannusliike",7
"876","Finlands senat",7
"877","Finsk ugriska sällskapet",7
"878","Finska Läkaresällskapet",7
"879","Finska konstföreningen",7
"880","G. W. Londicerin leski",7
"881","Geografiska föreningen",7
"882","Gidrografic<U+030C>eskij Departament' Morskago Ministerstva",7
"883","Grönroos",7
"884","H. C. Merckell (leski",7
"885","H. T. Bärlund",7
"886","Hbl. uusi kp",7
"887","Helsingin kaupunginvaltuuston työväenasiain lautakunta",7
"888","Helsingin kustannus-o.y",7
"889","Hembygdsforskningens vänner i Lojo",7
"890","Henr. C. Merckell",7
"891","Henric Christofer Merckell",7
"892","Henric Curio",7
"893","Hjelt :;Wile´n",7
"894","Imperatorskaa^ Akademi`a^ nauk",7
"895","Internat. Traktat- o. missionsföreningen",7
"896","Ioh. Bapt. Homanni",7
"897","Isak Julinin kustannusliike",7
"898","J. C. Frenckell ja poika",7
"899","J. F. Ola`n'in kirjakauppa",7
"900","J. G. Lange",7
"901","J. H. Tuhkanen",7
"902","J. Höjers encka",7
"903","J. Kiämpe",7
"904","Jaakko Hissa",7
"905","Joensuun kirjapaino-yhtiö",7
"906","Johan Chr. Frenckell",7
"907","Johan Christ. Holmberg",7
"908","Johannes Christophorus Frenckell, Reg. Acad. typograph",7
"909","Julin",7
"910","K. G. Ekebom",7
"911","Kansan tahto",7
"912","Karjalan kp",7
"913","Karjalan kp.-o.y",7
"914","Kirkollinen kirja- ja paperikauppa",7
"915","Kongl. Acad. boktr. J. C. Frenckell",7
"916","Kongl. acad. boktr. J. C. Frenckells enka",7
"917","Konstföreningen i Åbo",7
"918","Konstnärsgillet",7
"919","Kuning:sen acad. kirjan-präntäjän Frenckellin lesken tykönä",7
"920","Kustannusliike Osmo",7
"921","Kustannusoy Kirja",7
"922","Kustannusyhtiö Osmo",7
"923","Luth. Evank.-yhdistys",7
"924","Luth. evang.-fören",7
"925","Luukkonen ja kumpp",7
"926","Länsisuomalainen osakunta",7
"927","Maalaisliitto",7
"928","Malmström",7
"929","Martin",7
"930","Matkailutoimisto Finlandia",7
"931","Nylands och Tavastehus läns Landtbrukssällskap",7
"932","Nyländska jaktklubben",7
"933","O.y. Kuopion uusi kirjapaino",7
"934","Otava, distr",7
"935","Otto Lindeman",7
"936","P. Hesselberg",7
"937","P. Th. Stolpe",7
"938","Petar Waldilda",7
"939","Pohjalaisen kirjapaino",7
"940","Pohjolan kustannus",7
"941","Porilaisen kirjapaino",7
"942","Prometheus",7
"943","Pyhien Sergein ja Hermanin veljeyskunta",7
"944","Raittiuden Ystävät",7
"945","Reg. Acad. typogr. Eric Flodström",7
"946","Schuster & Loeffler",7
"947","Skandinavilainen kustannustoimisto",7
"948","Sosialidemokratinen puolue",7
"949","Statistiska centralbyrån i Finland",7
"950","Suomalainen työväenliitto",7
"951","Suomen Lutherilainen evankeliumi-yhdistys",7
"952","Suomen työväensuojelus- ja sosialivakuutusyhdistys",7
"953","Svenska Folkpartiet",7
"954","Svenska folkpartiet",7
"955","Tampereen kaupunki",7
"956","Tapio",7
"957","Teosofinen Kirjakauppa",7
"958","Teosofinen kirjakauppa ja kustannusliike",7
"959","Turun Eläinsuojelusyhdistys",7
"960","Turun kansakoulujohtokunta",7
"961","U. W. Telen",7
"962","Urheilijain kustannus",7
"963","Uus-uskonnollinen kustannusliike",7
"964","Vaasan Elänsuojelusyhdistys",7
"965","Vilho Leikas & C:o",7
"966","W. Benzow",7
"967","W. Hagelstam i distr",7
"968","Widerholm",7
"969","aff Johann Winter",7
"970","apud Joh. Edman, et Reg. Acad. typogr",7
"971","debant J. C. Frenckell et fil",7
"972","debant Zeipel et Palmblad",7
"973","debat Petrus Hansonius Acad. t",7
"974","directeuren Johan Edman",7
"975","directeuren och kongl. boktryckaren i stor-förstend. Finland, Jacob Merckell",7
"976","directeuren och kongl. boktryckaren i storförstendömet Finland, Jacob Merckell",7
"977","praelo Reusneriano",7
"978","pränd. cun. kirj. pränt. Henrich Christopher Merckelin leskeldä",7
"979","tryckt uti kongl. fält-tryckeriet",7
"980","tryckt uti kongl. tryckeriet",7
"981","Öhrnberg",7
"982"," J. Kiaempe, R. Ac. typ",6
"983"," Joh. Kiaempe, Reg. Acad. typ",6
"984"," apud Joh. Laurentii Wallium, Regiae Univ. ibid. typogr",6
"985"," apud Johannem Laurentii Wallium, A. t",6
"986","A. Backman",6
"987","A. Manninen ja Fr. Ahlqvist",6
"988","Abr. Bohlin",6
"989","Aleks. Filander",6
"990","Alfthan :;Zilliacus",6
"991","Andelin",6
"992","Anton Lindeberg",6
"993","Barck :;Wile´n",6
"994","Bergström",6
"995","Borgå stad",6
"996","Brockhaus",6
"997","Bäckman kp",6
"998","C. W. Alopaeus",6
"999","Carl Johansson Röpke",6
"1000","Clouberg ja kumpp",6
"1001","Cuning:sa suomalaisesa präntisä",6
"1002","Daniel Medelplan",6
"1003","Eläintenystävät",6
"1004","Ev. luth. Söndagsskoleföreningen i Finland",6
"1005","F. Frommann",6
"1006","F. P. Paulssen",6
"1007","F. W. Unggren",6
"1008","Finlands Svenska Nykterhetsförbunds Expedition",6
"1009","Finska Fornminnesföreningen",6
"1010","Finska läkaresällskapet",6
"1011","Fiskeriföreningen i Finland",6
"1012","Frams byrå",6
"1013","Frenckellin kirjanprändisä",6
"1014","Frenckellska Tryckeri-Aktiebolaget",6
"1015","Frälsningsarme´ns högkvarter",6
"1016","G. E. Eure´n",6
"1017","G. Klint",6
"1018","Geografiska föreningen i Finland",6
"1019","Glavnoe Gidrografic<U+030C>eskoe Upravlenie",6
"1020","Gleerup",6
"1021","Gottlund",6
"1022","Granlund",6
"1023","H. C. Merckel",6
"1024","Helin",6
"1025","Helios i distr",6
"1026","Helsingfors Stads Gasverk",6
"1027","Helsingfors Velocipedklubb",6
"1028","Helsingin kaupungin kaasulaitos",6
"1029","Hufvudstadsblad'in kirjap. :;Edlund",6
"1030","Hämeen Sanomain kp",6
"1031","Ignatii Meureri",6
"1032","Ignatius Meurer",6
"1033","Industriidkarenes i Finland Ömsesidiga Brandförsäkringsbolag",6
"1034","Internationella Traktat- och missionsföreningen",6
"1035","J. C. Frenckellin leski",6
"1036","J. Edman",6
"1037","J. F. Olan",6
"1038","J. Jernström",6
"1039","J. Klockars' bokhandel",6
"1040","J. Länkeläs förlag",6
"1041","J. Simelius",6
"1042","Jansson",6
"1043","Joh. Christ. Holmberg",6
"1044","Joh. Kiaempe, R. A. typ",6
"1045","Joh. Kiaempe, R. Acad. typogr",6
"1046","Joh. Kiämpe Kongl. Acad. boktr",6
"1047","Johan Christopher Merckell",6
"1048","Johannes Christoph. Frenckell, Reg. Acad. typogr",6
"1049","Juridiska Studentfakulteten] :;Akademiska Bokhandeln, jakaja",6
"1050","K. F. U. K",6
"1051","K. F. U. M",6
"1052","Kalenteri",6
"1053","Kalle Kaukoranta",6
"1054","Kamaritoimituskunta",6
"1055","Kansanwalistus-seura",6
"1056","Karjalan kirjapaino",6
"1057","Kauppakirjapaino",6
"1058","Kouluylihallitus",6
"1059","Kumblinska tryckeriet",6
"1060","Kuning:sen acad. kirjan-präntäjän Joh. Christ. Frenckellin lesken tykönä",6
"1061","Kuningallinen suomalainen pränti",6
"1062","Kustannus-oy. Kirja",6
"1063","Kustannusliike Vellamo",6
"1064","Lindblad",6
"1065","Lukutupa",6
"1066","Lutherilainen Evankeliumiyhdistys",6
"1067","Länsi-Suomen karjanjalostusyhdistys",6
"1068","Lång & Ståhlberg",6
"1069","M. W. Wuolukka",6
"1070","Mercator",6
"1071","N. A. Zilliacus",6
"1072","Nordensvan",6
"1073","Nyländska avdelningen",6
"1074","Oulun läänin talouden seura",6
"1075","P. G. Philipsen",6
"1076","Pellervo-Seura",6
"1077","Pietarsaaren kunta",6
"1078","Puoluetoimikunta",6
"1079","R. Ac. typ. Joh. Kiämpe",6
"1080","R. Acad. typogr. J. C. Frenckell",6
"1081","SOK",6
"1082","Sammon kirjapaino",6
"1083","Satakunnan kirjapaino",6
"1084","Savo-karjalainen osakunta",6
"1085","Sigurdur Jo´nsson",6
"1086","Simeliuksen perilliset",6
"1087","Socie´te´ de Ge´ographie de Finlande",6
"1088","Sortavalan evank.seura",6
"1089","Suomen Ammattijärjestö",6
"1090","Suomen Muinaismuisto-yhtiö",6
"1091","Suomen ayrshireyhdistys",6
"1092","Suomen ev. lut. pyhäkouluyhdistys",6
"1093","Suomen evank.-luth. pyhäkouluyhdistys",6
"1094","Suomen kristillinen raittiusliitto",6
"1095","Suomen lutherilainen evankeliumi-yhdistys",6
"1096","Suomen teollisuuslehti",6
"1097","Suomen tie- ja vesirakennusten ylihallituksen hydrografinen toimisto",6
"1098","Svenska K. F. U. M",6
"1099","Säätyjen kirjasto",6
"1100","Söderström ja K",6
"1101","Tammerfors Nyheter'in kp",6
"1102","Tampereen kustannustoimisto",6
"1103","Tilastollinen toimisto",6
"1104","Tipografi`a^ A. S. Suvorina",6
"1105","Tipografi`a^ Imperatorskago senata",6
"1106","Työmies",6
"1107","Työväen kirjapaino",6
"1108","Työväen sanomalehti-oy",6
"1109","Uusi Rautatielehti",6
"1110","V. Nieminen",6
"1111","V. Petterson",6
"1112","Valio",6
"1113","Vanamo",6
"1114","Vilho Leikas & Co",6
"1115","W. Toiwonen",6
"1116","WSOY    ",6
"1117","Zilliacus :;Clouberg",6
"1118","aff Iohann Winter",6
"1119","debant J. C. Frenckell & fil",6
"1120","debant J. C. Frenckell [et] fil",6
"1121","debat Jacobus Pistorius",6
"1122","directeuren och Kongl. boktryckaren i stor-förstendömet Finland, Jacob Merckell",6
"1123","directeuri Jacob Merckelli wainajan präntisä",6
"1124","directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",6
"1125","exscribebat Petrus Wald Acad. typographus",6
"1126","gedruckt bei M. C. Iversen",6
"1127","hoos Io. Wall",6
"1128","m. Reg. Acad. Aboe¨ns. officin. typogr. Jacob Merckell",6
"1129","per Joh. Kiaempe, Reg. Acad. typogr",6
"1130","präntätty J. P. Lindhilda",6
"1131","s.a",6
"1132","sa  Petro Hansonio, Acad. typogr",6
"1133","sum a^ Petro Hansonio Acad. typ",6
"1134","tryckt uti kongl. booktr. hoos sal. Wankifs änckia",6
"1135","tryckt, hos och kongl. boktr. i stor-förstendömet Finland, Jacob Merckell",6
"1136","tryckte hos J. C. Frenckell",6
"1137","Åbo Tryckeri och Tidnings Aktiebolag",6
"1138","Österbottniska afdelningen",6
"1139"," Henr. C. Merckell, reg. typogr",5
"1140"," Joh. Kiämpe, Reg. Acad. typogr",5
"1141"," apud Matth. Syngmanni",5
"1142"," a^ Joh. L. Wallio, A. t",5
"1143","... Jacob Merckell",5
"1144","A. B. Ljus",5
"1145","A. F. Tanner",5
"1146","A. Maunula",5
"1147","A. W. Lindgren",5
"1148","Akateeminen kirjakauppa [jakaja",5
"1149","Ammattilaisten kirjapaino-o.y",5
"1150","Aug. Kanerva",5
"1151","Benjamin Gottlieb Schneider",5
"1152","Bonniers",5
"1153","Brändö villastad",5
"1154","Clouberg & Co",5
"1155","Clouberg & kumpp. (W. Hoving",5
"1156","Collin",5
"1157","Constance Ullner",5
"1158","E. W. Ponkala",5
"1159","Ekholm",5
"1160","Elämä osuuskunta",5
"1161","Emil Sonck",5
"1162","Eric Flodström",5
"1163","Erkko",5
"1164","F. & G. Beijers förlag",5
"1165","Fazerin musiikkikauppa",5
"1166","Finlands Dövstumförbund",5
"1167","Finlands Hypoteksförening",5
"1168","Finlands Svenska Ungdomsförbund",5
"1169","Finska Litteratur-Sällskapets tryckeri",5
"1170","Finska evangeliska sällskapet",5
"1171","Finska litteratur-sällskapets tryckeri",5
"1172","Finska litteratursällskapet",5
"1173","Finska metallindustrins arbetsgifvareförbund",5
"1174","Finska missionsällskapet",5
"1175","Finska statsjärnvägarna",5
"1176","Förbundet mellan K.F.U.M. och U.K.F. i Finland",5
"1177","Föreningen för Arbetareskydd och Socialförsäkring i Finland",5
"1178","G. E. Asp",5
"1179","G. O. Vasenius",5
"1180","G. W. Edlund i distr",5
"1181","G. W. Edlundin kustannus-oy",5
"1182","Georg Wilhelm Londicer. Efter tryckt exemplar",5
"1183","Glavnoe upravleni`e general'nago s<U+030C>taba",5
"1184","Gustav Fischer",5
"1185","Gösta Nordberg",5
"1186","Haeggström",5
"1187","Handelstryckeriet",5
"1188","Helsingfors Bokhandel, distr",5
"1189","Helsingin sentraalikirjapaino",5
"1190","Henr. C. Merckell, kongl. boktr. i stoor-furstendömet Finland",5
"1191","Henr. C. Merckell, reg. typogr",5
"1192","Hjerta",5
"1193","Hämeen sanomain osakeyhtiö",5
"1194","Imperatorskaa^ Akademi`a^ Nauk",5
"1195","Itä-Suomen karjanjalostusyhdistys",5
"1196","J. A. Hahnsson",5
"1197","J. L. Brudin",5
"1198","J. Westerback],;Oulun kirjapaino-oy",5
"1199","Jalander",5
"1200","Joh. C. Frenckellin tykönä",5
"1201","Joh. Christoph. Frenckell, Reg. Acad. typogr",5
"1202","Joh. Christopher Frenckell",5
"1203","Joh. Kiampe, Reg. Acad. typ",5
"1204","Joh. Laur. Horrn, Kongl. Antiquit. archivi boktr",5
"1205","Joh. Svensson",5
"1206","Joh. Winter, reg. typ",5
"1207","Johan Edman, Kongl. acad. boktr",5
"1208","Johan Westerback",5
"1209","Johann Vogel",5
"1210","Johann Winterildä",5
"1211","Johannes Brendeken, Acad. typographus",5
"1212","Johannes Vogelius, Reg. Acad. typ",5
"1213","Järnvägsstyrelsen",5
"1214","K. Acad. boktr. J. C. Frenckells enka",5
"1215","K. acad. boktr. J. C. Frenckells enka",5
"1216","Kansainvälinen kirja- ja lähetysyhdistys",5
"1217","Kansan kuvalehden kustannusyhtiö",5
"1218","Karjalan sivistysseura",5
"1219","Keski-Suomen maanviljelysseura",5
"1220","Kirjapaino Kipinä",5
"1221","Kirjatoimi",5
"1222","Koitto",5
"1223","Kokoilija",5
"1224","Koulukeittoyhdistys",5
"1225","Kuning:sen acad. kirjan-präntäjäldä Johan Christopher Frenckellildä",5
"1226","Kustannustoimisto Meteor",5
"1227","L. M. Höjer, Reg. Acad. typogr",5
"1228","Lagerbom",5
"1229","Lahden uusi kirjapaino",5
"1230","Lainopillinen ylioppilastiedekunta",5
"1231","Liewendal's lith. tryckeri",5
"1232","Lilius & Herzberg",5
"1233","Limingan kansanopisto",5
"1234","Lindroth",5
"1235","Lindstedt antikvariska bokhandel",5
"1236","Lång",5
"1237","Maanviljelystaloudellinen koelaitos",5
"1238","Maataloustuottajain valtuuskunnan tilastotoimisto",5
"1239","Majlund",5
"1240","Malling",5
"1241","Matti Wuolukka & Kumpp",5
"1242","Medicinalstyrelse",5
"1243","Morskoe ministerstvo",5
"1244","Muinaismuisto-yhdistys",5
"1245","Mustasaari Landtmannagille",5
"1246","Nordiska Samfundet",5
"1247","Nylands fruktodlareförening",5
"1248","Nyländska Jaktklubben",5
"1249","O. J. Dahlberg",5
"1250","O.y. Weilin & Göös",5
"1251","Otava [jakaja",5
"1252","Otto Andersin'in kustannusliike",5
"1253","Oulun läänin eteläinen vaalipiiri",5
"1254","P. Ahlgren",5
"1255","P. Aschan ja K",5
"1256","P. Nordmann",5
"1257","Peter Jör. Nyström",5
"1258","Petter Jöransson Nyström",5
"1259","Pohjalaisen kp",5
"1260","Puoluehallinto",5
"1261","Pyhin hallitseva synoodi",5
"1262","Päivälehti",5
"1263","R. Acad. typ. Joh. Kiämpe",5
"1264","Reg. Acad. typ. J. C. Frenckell",5
"1265","Regiae Academiae",5
"1266","Russo-Franc¸aise",5
"1267","S.n",5
"1268","Sederholm :;Clouberg ja K",5
"1269","Sen kp",5
"1270","Siirtolainen",5
"1271","Simelius :;Holm",5
"1272","Sortavalan Eläinsuojelus-Yhdistys",5
"1273","Sortavalan Evankelinen Seura",5
"1274","Sosialistin kirjapaino osuuskunta",5
"1275","Statens historiska museum",5
"1276","Stentryck",5
"1277","Studentfylkingen",5
"1278","Suomalainen kansallis-raittius-veljeysseura",5
"1279","Suomalais-amer. kustannusyhtiö",5
"1280","Suomalaisuuden liitto",5
"1281","Suomen Rauhanliitto",5
"1282","Suomen kuuromykkäinliitto",5
"1283","Suomen maalaisväestön liitto",5
"1284","Suomen metallityöntekijäin liitto",5
"1285","Suomen palvelijaliitto",5
"1286","Suomen pipliaseura",5
"1287","Suomen rakennusmestariliitto",5
"1288","Suomen sosialidemokratinen puolue",5
"1289","Suomen tilastollinen päätoimisto",5
"1290","Suomen yleinen työnantajaliitto",5
"1291","Suomen ylioppilasosakuntain kansatieteellinen museo",5
"1292","Svenska Litteratursällskapet i Finland",5
"1293","Svenska Nykterhetsförlaget",5
"1294","Söderström, distr",5
"1295","Tampereen antikvaarinen kirjakauppa",5
"1296","Tampereen kp",5
"1297","Tampereen kustannusyhtiö",5
