"","publisher","n"
"630","apud Reg. Acad. typogr. Joh. C. Frenckell",3
"631","apud. Johan. Edman, Reg. Acad. typogr",3
"632","a` Johanne Wald, Acad. typogr",3
"633","a^ Joh. L. Wallio, A. t",3
"634","bey Johann Rudolph Cröckers seel. Wittwe",3
"635","debant J. C. Frenckell & fil. Imper. Acad. typographi",3
"636","debant Stenhammar et Palmblad",3
"637","debat Aeschillus Matthiae Acad. typog",3
"638","debat Henricus Bessemesserus",3
"639","debat Petrus Wald",3
"640","debat Stephanus Myliander",3
"641","directeur. och kongl. boktr. i stor-förstendömet Finland, Jacob Merckell",3
"642","directeuren och kongl. boktryckaren uti stor-förstendömet Finland, Jacob Merckell",3
"643","directeuren, Kongl. acad. och stadsens boktr. i stor-förstendömet Finnland, Jacob Merckell",3
"644","directeurildä ja cuning:da kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",3
"645","directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa Jacob Merckellildä",3
"646","directeurildä ja cuning:selda kirjan präntäjäldä, Jacob Merckellildä",3
"647","directeurildä ja kuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",3
"648","directeurildä ja kuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suuomesa, Jacob Merckellildä",3
"649","dit Johannes Brendeken, Reg. Acad. typographus",3
"650","dit Johannes L. Wallius, A. t",3
"651","dit Johannes L. Wallius, Regiae Univ. ibid. typogr",3
"652","dit Johannes Winter, typ. reg",3
"653","dit Petrus Hansonius Acad. typog",3
"654","exscripsit Johannes Vogelivs, Academiae typogr",3
"655","gedruckt von Joh. Kiämpe, königl. acad. Buchdr",3
"656","haeredum Andreae Gutterwitzij",3
"657","hoos Chr. Reusner",3
"658","hoos Hans Georg Eberdt",3
"659","hoos Henrich Keyser",3
"660","hoos I. G. Eberdt",3
"661","hoos Iohan L. Wall, A. t",3
"662","hoos Iohan Wall",3
"663","hos J. C. Frenckell",3
"664","hos J. C. Frenckell & son",3
"665","imp. Petrus Wald",3
"666","in typographia ad Regiam Academiam",3
"667","ja cuning. kirj. pränttäjäldä, Jacob Merckellildä",3
"668","kuningallisesa suomalaisesa präntisä",3
"669","literis Gerhardi Schröderi",3
"670","literis Joh. Georg. Eberdt",3
"671","literis Joh. Köhleri, reg. typogr",3
"672","literis Michaelis Gerhardi Grenzii typographi academici",3
"673","litt. Joh. Edman, et Acad. typogr",3
"674","litteris Joh. Edman",3
"675","litteris Joh. Fredr. Edman, Reg. Acad. typogr",3
"676","litteris director. Joh. Edman",3
"677","m. Reg. Acad. Aboe¨ns. officin. Jacob. Merckell",3
"678","mag. J. C. Frenckell",3
"679","magister J. C. Frenckell",3
"680","och Kongl. boktr. i stor-förstendömet Finland, Jacob Merckell",3
"681","och kongl. boktr. i stor-förstend. Finland, Jacob Merckell",3
"682","omGeorg Wilhelm Londicer",3
"683","praelo Revsneriano",3
"684","pränd. Georg Wilh. Londicerildä",3
"685","prändätty, Johan Winterildä cuning:da booktr:dä suures ruhtinan maasa Suomes",3
"686","prändätty, directeurildä ja cuningalliselda kirjan-präntäjäldä, Jacob Merckellildä",3
"687","prändätyt Frenckellin kirjan prändisä",3
"688","prändätyt J. C. Frenckellin tykönä",3
"689","präntätty kuningallisesa suomalaisesa präntisä",3
"690","s. apud Hansonii, Acad. typogr",3
"691","sa  Johanne Waldio, Acad. typogr",3
"692","sa apud Hansonii, Acad. typogr",3
"693","sa a^ Joh. L. Wallio, A. t",3
"694","sa a^ Johanne Wallio, A. t",3
"695","sa a^ Petro Hansonio Acad. t",3
"696","sa a^ Petro Hansson Acad. typ",3
"697","sam a^ Petro Hansonio Acad. typ",3
"698","ssae a^ Petro Hansson, Acad. typog",3
"699","sum a^ Petro Hansonio, Acad. typog",3
"700","sus a^ Petro Hansonio",3
"701","sus a^ Petro Hansonio, Acad. typog",3
"702","tryckt Henr. C. Merckell, kongl. boktr. i stor-furstendömet Finland",3
"703","tryckt aff Henrich Keyser, kongl. booktryckiare",3
"704","tryckt aff Ignatio Meurer",3
"705","tryckt aff Petter Hansson, Acad. typ",3
"706","tryckt hoos Henr. C. Merckell, kongl. boktr",3
"707","tryckt hoos Henr. C. Merckell, kongl. booktr",3
"708","tryckt hoos sahl. Georg Hantschs effterlefwerska",3
"709","tryckt hoos sal. Matt. Syngmans enckia",3
"710","tryckt hoos sal. Matth. Syngmans enckia",3
"711","tryckt med kongl. boktr. Henr. C. Merckells stylar, af F. Phil. Paulssen",3
"712","tryckt och uplagt hos Lars Salvius",3
"713","tryckt uti Kongl. tryckeriet, hos directeuren Pet. Momma",3
"714","tryckt uti kongl. tryckeriet, hos directeuren Pet. Momma",3
"715","tryckte hos Carl Dele´n",3
"716","tryckte i Frenckellska tryckeriet",3
"717","trykt hos Joh. Christoph. Frenckell",3
"718","trykt i Kongl. tryckeriet",3
"719","verlegts Heinrich Christoph Cröker, Buchhändler",3
"720","å nyo uplagd och Lars Wennberg, på egen bekostnad",3
"721"," & ic. Jo. W",2
"722"," E. Flodström R. A. typ",2
"723"," Eric Flodström, Reg. Acad. typogr",2
"724"," J. Kiaempe, Reg. Ac. typ",2
"725"," J. Wall",2
"726"," Jo Wal",2
"727"," Joh. Kaempe, Reg. Acad. typogr",2
"728"," Joh. Kiampe, R. Ac. typ",2
"729"," Joh. Kiämpe Reg. Ac. typ",2
"730"," Joh. Winter, reg. typ",2
"731"," Reg. Acad. typ. Joh. Kiaempe",2
"732"," apud J. L. Wallium",2
"733"," apud Jo. Laurentii Wallium, Regiae Univ. ibid. typogr",2
"734"," apud Jo. Wall",2
"735"," apud Jo. Wallium, A. t",2
"736"," apud Joh. Laurent. Wallium",2
"737"," apud Joh. Winter Reg: typog",2
"738"," apud Johan: Wallium, Regiae Acad. ib. typogr",2
"739"," apud Johannem L. Wallium, Regiae Acad. ibidem typogr",2
"740"," apud Johannem L. Wallium, Regiae Univ. typogr",2
"741"," apud Johannem Laur. Wallium",2
"742"," apud Johannem Laurenti Wallium, Regiae Univ. typogr",2
"743"," apud Johannem Laurentii Wallium, Regiae Univ. ibidem typogr",2
"744"," apud Johannem Laurentii Wallium, Regiae Univ. typogr",2
"745"," apud. Jo. Laurent. Wallium",2
"746"," apud. Jo. Laurentii Wallium",2
"747"," apud. Johannem L. Wallium, A. t",2
"748"," apud. Matth. Syngmanni",2
"749","& typog. Reg. M. Duc. Finland. Jacob Merckell",2
"750","& typogr. Reg. Magn. Duc. Finland. Jacob Merckell",2
"751","& typogr. Reg. magn. duc. Finland. Jacob Merckell",2
"752","& typogr. reg. mag. duc. Finland Jacob Merckell",2
"753","& typogr. reg. mag. duc. Finland, Jacob Merckell",2
"754","& typogr. reg. mag. duc. Finland. Jacob. Merckell",2
"755","... Lars Salvius",2
"756","1 osa (Zeipel ja Palmblad), 2 vihko (Em. Bruzelius",2
"757","A. I. Arwidsson",2
"758","Academicis exprimeb. Joh. Kiaempe, R. U. t",2
"759","Amundi Lauritzan poialda",2
"760","And. Biörckman",2
"761","And. Cederwaller",2
"762","Augustini Ferberi",2
"763","C. J. Röpke",2
"764","C. Trapp culutuxella Joh. Kiaempildä",2
"765","Carl Anton Londicer",2
"766","Carl Gustaf Nordin",2
"767","Cederwaller",2
"768","Christian Ludw. Hjelt. På dess förlag",2
"769","Christophori Brendekenii, gymn. typogr",2
"770","Cowie",2
"771","Cuning: academian kirj: präntäjän Joh. Walli wainan lesken tykönä",2
"772","Cuningallinen suomalainen pränti",2
"773","De l'Imprimerie de Cox, Fils, & Baylis, Great Queen Street",2
"774","E. Flodström, Reg. Acad. typogr",2
"775","Erich Flodström, Kongl. acad. boktr",2
"776","Erich Flodström, Kongl. acad. booktr",2
"777","Erich Flodströmildä Kuningalisen academian kirjanpräntäjäldä",2
"778","Eschilli Matthiae",2
"779","F. de Wit",2
"780","F. de Witt",2
"781","F. l'Honore & Chatelain",2
"782","Frenckellin kirjan-präntisä",2
"783","Frenckellska boktryckeriet, på egen bekostnad",2
"784","Frenckllianis [sic",2
"785","G. H. Adolphi, Acad. Reg. typogr",2
"786","Gabriel Biörckegren",2
"787","Georg W. Londicerildä",2
"788","Georg Wilh. Londicer",2
"789","Georg Wilh. Londicerildä. Kuning. privil. kirjanpräntäjäldä",2
"790","Georg Wilhelm Londicer, kongl. priv. boktryckare",2
"791","Georg Wilhelm Londicer. Kongl. privil. boktryckare",2
"792","Georg Wilhelm Londicerildä, exemplarin jälken Turusta",2
"793","Georg Wilhelm Londicerildä. Kuning. privil. kirjanpräntäjäldä",2
"794","Gerardus Valk et Petrus Schenk",2
"795","Grahn",2
"796","Haeggström",2
"797","Heinrici Westphali, Gymnasij typographi",2
"798","Henr. C. Merckelildä, cuning. kirj. präntäjäldä",2
"799","Henr. C. Merckelildä, cuningal. kirj. präntäjäldä",2
"800","Henr. C. Merckell, kongl. boktr. i stor-furstendömet Finland",2
"801","Henr. C. Merckell, reg. typogr. duc. Finl",2
"802","Henr. C. Merckell. reg. typogr",2
"803","Henr. C. Merckellildä, Cun. Maj. kirj. pränt. suuren ruht. maasa Suomes",2
"804","Henr. C. Merckellildä, Cuning. Maj. kirj. pränt. suures ruht. maasa Suomesa",2
"805","Henr. C. Merckellildä, cuning. kirj. pränt. suuren ruhtinan maasa Suomes",2
"806","Henr. C. Merckellildä, cuning. kirj. präntäjäldä",2
"807","Henr. C. Merckellin leskeldä",2
"808","Henr. Christ. Merckell, reg. typogr",2
"809","Henr. Christoph [!] Merckelildä, cuningal. kirjan pränt",2
"810","Henr. Fougt, kongl. boktryckare",2
"811","Henric Christofer Merckell (leski",2
"812","Henrich Christoph Merckelildä, cuningal. kirjan pränt",2
"813","Henrich Keyser",2
"814","Henrich Keyser, Kongl. may:tz och Acad. booktryckiare",2
"815","Henrich Keyserilda",2
"816","Henrici Keysers",2
"817","Henrici Westphali, Gymnasij typographi",2
"818","Henrick Keyser, kongl. m:tz och Ups: Acad: booktr",2
"819","Henricus Curio",2
"820","Holmeri tryckeri",2
"821","Homanniania Heredibus",2
"822","Homannianorum Heredum",2
"823","Ignatius Meurerilda",2
"824","Ignatius Meurerin",2
"825","Ignatius Meurildä",2
"826","Imperatorskaa^ Akademi`a^ Nauk",2
"827","Io. Wal",2
"828","Iohan Wald, Acad. booktryckiare",2
"829","Iohan Winter, kongl. booktr",2
"830","Iohan Winterildä, cuningal. präntäjäldä",2
"831","Iohann Brendeken, kongl: Acad. boktryckiare",2
"832","J. C. Frenckell & Son",2
"833","J. C. Frenckellin ja pojan tykönä",2
"834","J. C. Frenckellin kirjanprändisä",2
"835","J. C.Frenckell",2
"836","J. Edman, et Reg. Ac. typogr",2
"837","J. F. Edman",2
"838","J. P. Lindh",2
"839","J. Simelius",2
"840","Jo. Kiaempe, Reg. Ac. typ",2
"841","Jo. Laurent. Wallius",2
"842","Jo. Wal",2
"843","Jo. Wall",2
"844","Joannes Rönberg",2
"845","Joh Kiämpe Kongl. acad. boktr",2
"846","Joh [sic] Kiämpe, Kongl. acad. boktr",2
"847","Joh. C. Frenckell, Kongl. acad. boktr",2
"848","Joh. C. Frenckell, R. Ac. typ",2
"849","Joh. C. Frenckellin kirjanprändisä",2
"850","Joh. Christoph. Frenckell et fil",2
"851","Joh. Edman, et R. Acad. typogr",2
"852","Joh. Georg Lange",2
"853","Joh. Georg. Eberdt",2
"854","Joh. Kiaempe, Acad. typogr",2
"855","Joh. Kiaempe, Kongl. Acad. boktr",2
"856","Joh. Kiaempe, Kongl. ac. boktr",2
"857","Joh. Kiaempe, R. Ac. typ",2
"858","Joh. Kiaempe, Reg. Acad. typog",2
"859","Joh. Kiaempe, Reg. acad. typogr",2
"860","Joh. Kiampe, Reg. Ac. typ",2
"861","Joh. Kiampe, Reg. Acad. typogr",2
"862","Joh. Kiämpe R. Ac. typ",2
"863","Joh. Kiämpe kongl. Acad. boktr",2
"864","Joh. Kiämpe, Kongl. ac. boktr",2
"865","Joh. Kiämpe, R. Acad. typ",2
"866","Joh. Kiämpe, kongl. Acad. boktr",2
"867","Joh. Kämpe Kongl. acad. boktr",2
"868","Joh. Kämpe, Reg. Ac. typ",2
"869","Joh. Kämpildä, Cuningallisen academian kirjan pränttäjäldä",2
"870","Joh. L. Horrn, Kongl. Antiq. archiv. boktr",2
"871","Joh. L. Wallio, A. t",2
"872","Joh. Laur. Horrn",2
"873","Joh. Laur. Horrn, Kongl. Antiquit. archiv. boktr",2
"874","Joh. Laur. Horrn, Kongl. Antiqvit. arch. boktr",2
"875","Joh. Laur. Horrn, Kongl. antiquit. archiv. boktr",2
"876","Johan Arvid Carlbohm",2
"877","Johan Billingsley",2
"878","Johan Christopher Frenckell, Kongl. Acad. boktr",2
"879","Johan Christopher Frenckell, Kongl. acad. boktryckare",2
"880","Johan Edman, Kongl. Acad. boktr",2
"881","Johan Höjer, Kongl. acad. boktr",2
"882","Johan Höjeri",2
"883","Johan Kämpe, Kongl. acad. boktr",2
"884","Johan Laur. Horrn, Kongl. gymn. och consist. boktr",2
"885","Johan P. Lindh",2
"886","Johan Winter] :;Winter, Johan",2
"887","Johan Winterildä, cuningal. booktr",2
"888","Johan Winterildä, cuningal. maij: kirjan präntäjäldä",2
"889","Johan Winterildä, cuningaliselda kirjain präntäjäldä",2
"890","Johan Winterildä, cuningaliselda kirjanpräntäjäldä",2
"891","Johan. Christophor. Frenckell",2
"892","Johan. Edman, et Reg. Acad. typogr",2
"893","Johan. Laur. Horrn",2
"894","Johann Brendeke",2
"895","Johann Georg Wilkildä, cuningaliselda kirjain-pränttäjäldä",2
"896","Johann Henrich Werner, Kongl. acad. booktryckare",2
"897","Johanne Winter",2
"898","Johannes Brendeken, Acad. typograph",2
"899","Johannes Pauli",2
"900","Johannes Vogelius, Reg. Acad. typogr",2
"901","Johannis Brendekenii, Acad. typograph",2
"902","Johannis Christoph. Frenckell",2
"903","Johannis Christophori Frenckell, Reg. Acad. typogr",2
"904","Kgl. Acad. boktr. J. C. Frenckells enka",2
"905","Kgl. acad. boktr. J. C. Frenckells encka",2
"906","Knningalisesa [sic] suomalaisesa prändisä",2
"907","Kongl. Acad. boktr. J. C. Frenckells encka",2
"908","Kongl. Acad. boktryckaren Eric Flodström",2
"909","Kongl. Finska boktryckeriet, hos Johan Arvid Carlbohm",2
"910","Kongl. acad. boktryckaren J. C. Frenckells enka",2
"911","Kongliga landtmäteri contoiret",2
"912","Kuning:sen acad. kirjan pränttäjäldä Johan Christoph. Frenckellildä",2
"913","Kuning:sen academ. kirjan-präntäjän Joh. C. Frenckellin lesken tykönä",2
"914","Kuning:sesa suomalaisesa prändisä",2
"915","Kuningallisen acad. kirjan prättäjäldä, J. C. Frenckellildä",2
"916","Kuningallisen acad. kirjan-pränttäjäldä, J. C. Frenckellildä",2
"917","Kuningallisesa suomalaisesa prändisä, Joh. Arv. Carlbohmin omalla kulutuxella",2
"918","Kuningallisesa suomalaisesa prändisä, Johan Arv. Carlbohmin omalla kulutuxella",2
"919","Kunningallisesa [sic] suomalaisesa prändisä",2
"920","Kunningallisesa suomalaisesa präntisä",2
"921","Lars Arvidsson Collin",2
"922","Lars Lönbohm",2
"923","Lars Wall",2
"924","Lars Wennbergin tykönä",2
"925","Laurentii Wallij",2
"926","Longman",2
"927","Lorentz Ludewig Grefing",2
"928","Ludovici Decreaux, directoris officinae typographicae",2
"929","Meisnerianis",2
"930","Merckelianis",2
"931","Merckell, Jacob",2
"932","Merckellin leski",2
"933","Olaus Olai",2
"934","P. A. Brodin",2
"935","Petari Waldilda",2
"936","Peter Jöran Nyströmildä",2
"937","Petrus Wald, acad. typogr",2
"938","Pietari Hannuxen Pojalda Acad. typ",2
"939","Pietari Hannuxen pojalda A. t",2
"940","Pietari Hannuxen pojalda, Acad. typogr",2
"941","Pietari Hansoniuxelda",2
"942","Reg. Acad. typog. Joh. C. Frenckell",2
"943","Reinerus Broocman",2
"944","Selovianis",2
"945","Sold by William Berry at the Sign of the Globe between Charing-Cross and White-Hall",2
"946","Steenbergen van Goor",2
"947","Stephanus Myliander debat",2
"948","Tekijä",2
"949","Tryckt. Hos. Joh. Christoph. Frenckell",2
"950","Typis acad",2
"951","Verlag des Landes-Industrie-Comptoirs",2
"952","Wildiska tryckeriet",2
"953","af And. Biörckman",2
"954","af And: Biörckman Kongl. acad. bookt",2
"955","af Iohan Winter, kongl. booktr. vthi stoorfurstendömet Finland",2
"956","af Johan Winter, kongl. booktryckare",2
"957","af Olof Olofsson Enaeo",2
"958","af Olof Olofzson Enaeo",2
"959","aff Chr. Reusner",2
"960","aff Hendrich Curio",2
"961","aff Henrich Keyser, kongl. booktryckiare",2
"962","aff Peder Hanson, Acad. typogr",2
"963","aff Peder Hansson",2
"964","aff Peter Hansson",2
"965","aff Peter van Selow",2
"966","aff Petro Hansonio. Acad. typ",2
"967","aff Petro Wald",2
"968","and are to be sold by George West and Amos Curtein",2
"969","apud J. Wall",2
"970","apud Jo. Laurentii Wallium",2
"971","apud Joh. Edman",2
"972","apud Joh. Edman, Direct. et Reg. Acad. typogr",2
"973","apud Joh. Edman, Reg. Acad. typogr",2
"974","apud Joh: Wallium",2
"975","apud Johan Edman, Reg. Acad. typogr",2
"976","apud Johan. Edman, Reg. Acad. typogr",2
"977","apud Johannem L. Wallium, Regiae Univ. ibidem typogr",2
"978","apud Johannem Laurentii Wallium, Regiae Univ. ibidem typogr",2
"979","apud Johannem Laurentii Wallium, Regiae Univ. typogr",2
"980","apud Johannem Winter, reg. typograph",2
"981","apud Petrum Wald, Acad. typ",2
"982","apud Petrum Wald, Acad. typog",2
"983","a^ Johanne Vogelio, Reg. Acad. typogr. exscripta",2
"984","a^ Petro Hansonio",2
"985","a^ Petro Hansson Acad. typogr",2
"986","a^ Regiae Academiae typogr. Johanne Laurentii Wallio",2
"987","bei Georg Joachim Göschen",2
"988","by Jan ten Hoorn, boekverkooper, over't Oude Heeren Logement",2
"989","chez Arnaud Lobedanius",2
"990","chez Charles Dele´n",2
"991","chez Jean Catuffe",2
"992","chez Jeremie Estienne",2
"993","chez Pierre Mortier, libraire",2
"994","chez l'Autheur dans l'Isle du Palais a la Sphere Royale",2
"995","chez la veuve Olivier de Varennes, au Palais dans la Salle royale, au Vase d'or",2
"996","cun. kirj. pränt. Hen. C. Merckellin leskeldä",2
"997","cun. kirj. pränt. Henrich Christopher Merckelin leskeldä",2
"998","cuningal. kirj. präntäj. Henr. C. Merckelin leskeldä",2
"999","debant Reg. Acad. typographi",2
"1000","debant Stenhammar et Palmblad Regiae Academiae typographi",2
"1001","debat Aeschillus Matthiae",2
"1002","debat Aeschillus Matthiae, Acad. typog",2
"1003","debat Christopherus Gu¨ntherus",2
"1004","debat Christophorus Gu¨ntherus, Gymn. typ",2
"1005","debat Henricus Keyser",2
"1006","debat Iacobus Lucius",2
"1007","debat Ignatius Meurerus",2
"1008","debat J. G. Eberdt",2
"1009","debat Johannes Pauli Academiae typographus",2
"1010","debat Johannes Vogel, Reg. Acad. typogr",2
"1011","debat Johannes Winter, Reg: typogr",2
"1012","debat Johannes Winter, reg. typ",2
"1013","debat Johannes Winter, typogr. Regius",2
"1014","debat Paulus Egenolphus, typog. Acad",2
"1015","debat Petrus Vald, Acad. typogr",2
"1016","debat Petrus Wald Acad. typogra",2
"1017","directeur. ja cuningallis. kirjan präntäjäldä suuren ruhtinanm. Suomes Jacob Merckellildä",2
"1018","directeur. ja cuningallis. kirjan-präntäjäldä suuren ruhtinanm. Suomesa, Jacob Merckellildä",2
"1019","directeur. ja cuningallis. kirjan-präntäjäldä suuren-ruhtinanm. Suomesa, Jacob Merckellildä",2
"1020","directeuren och Kongl. boktr. i Stor-förstendömet Finland, Jacob Merckell",2
"1021","directeuren och Kongl. boktr. i stor-förstendömet Finnland, Jacob Merckell",2
"1022","directeuren och kongl. boktryckaren uti stor-förstendömet Finl. Jacob Merckell",2
"1023","directeuren och kongl. fält-boktryckaren Peter Sohm",2
"1024","directeuri Jacob Merckelli-wainajan präntisä",2
"1025","directeurildä ja cuning:da kirjan pränt. suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",2
"1026","directeurildä ja cuning:da kirjan präntäjäldä Iacob Merckellildä",2
"1027","directeurildä ja cuning:da kirjan präntäjäldä, Jacob Merckellildä",2
"1028","directeurildä ja cuning:da kirjan- präntäjäldä suuresa-ruhtinan-maasa Suuomesa, Jacob Merckellildä",2
"1029","directeurildä ja cuning:da kirjan-pränt. suuresa-ruhtinan-maasa Suomesa Jacob Merckellildä",2
"1030","directeurildä ja cuning:da kirjan-pränt. suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",2
"1031","directeurildä ja cuningalliselda kirjan präntäjäldä suuren-ruhtinanmaasa Suomesa, Jacob Merckellildä",2
"1032","directeurildä ja cuningalliselda kirjan-präntäjäldä suuren-ruhtinanmaasa Suomesa, Jacob Merckellildä",2
"1033","directeurildä ja cuningalliselda kirjan-präntäjäldä, Jacob Merckellildä",2
"1034","directeurildä, ja cuning. kirjan-präntäjäldä, Jacob Merckellildä",2
"1035","directeurildä, ja cuning:da kirjan präntäjäldä, Jac. Merckellildä",2
"1036","dit Henricus Curio S. R. M. & Acad. Upsaliensis bibliop",2
"1037","dit Henricus Curio S. R. M. & Academiae Upsaliensis bibliopola",2
"1038","dit Henricus Keyser",2
"1039","dit Joh. Brendeken, Acad. typ",2
"1040","dit Joh. Georg. Eberdt",2
"1041","dit Johannes Brendeken",2
"1042","dit Johannes Brendeken Acad. typograph",2
